VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,Airport_fee
1,01/01/2024 00:24,01/01/2024 00:30,1,1.6,1,N,236,43,1,8.6,3.5,0.5,2.7,0,1,16.3,2.5,0
2,01/01/2024 00:09,01/01/2024 00:21,1,1.23,1,N,140,162,1,11.4,1,0.5,4.1,0,1,20.5,2.5,0
2,01/01/2024 00:36,01/01/2024 00:56,4,2.44,1,N,234,237,1,18.4,1,0.5,4,0,1,27.4,2.5,0
1,01/01/2024 00:11,01/01/2024 00:29,3,2.2,1,N,142,162,1,17.7,3.5,0.5,6.8,0,1,29.5,2.5,0
1,01/01/2024 00:36,01/01/2024 00:56,1,1.6,1,N,237,164,1,18.4,3.5,0.5,4.65,0,1,28.05,2.5,0
2,01/01/2024 00:10,01/01/2024 00:13,2,1.07,1,N,263,237,1,7.2,1,0.5,0,0,1,12.2,2.5,0
2,01/01/2024 00:35,01/01/2024 00:53,2,1.36,1,N,162,43,2,15.6,1,0.5,0,0,1,20.6,2.5,0
2,01/01/2024 00:54,01/01/2024 01:06,3,2.22,1,N,43,151,1,13.5,1,0.5,3.7,0,1,22.2,2.5,0
2,01/01/2024 00:42,01/01/2024 01:10,2,4.63,1,N,137,75,2,28.2,1,0.5,0,0,1,33.2,2.5,0
2,01/01/2024 00:12,01/01/2024 00:25,2,2.21,1,N,151,236,2,14.2,1,0.5,0,0,1,19.2,2.5,0
2,01/01/2024 00:30,01/01/2024 00:32,1,0.55,1,N,236,75,1,5.1,1,0.5,1.52,0,1,11.62,2.5,0
2,01/01/2024 00:33,01/01/2024 00:40,2,1.14,1,N,75,263,1,8.6,1,0.5,2.72,0,1,16.32,2.5,0
2,01/01/2024 00:41,01/01/2024 01:01,1,5.79,1,N,263,148,1,27.5,1,0.5,6.5,0,1,39,2.5,0
1,01/01/2024 00:12,01/01/2024 00:31,3,6.8,1,N,237,88,1,30.3,3.5,0.5,10,0,1,45.3,2.5,0
2,01/01/2024 00:16,01/01/2024 00:46,1,23,4,N,70,265,2,125.5,6,0.5,0,0,1,134.75,0,1.75
2,01/01/2024 00:28,01/01/2024 01:07,1,11.1,1,N,164,227,2,49.2,1,0.5,0,0,1,54.2,2.5,0
2,01/01/2024 00:07,01/01/2024 00:28,1,2.52,1,N,236,137,1,19.1,1,0.5,6.03,0,1,30.13,2.5,0
2,01/01/2024 00:36,01/01/2024 00:59,1,5.25,1,N,79,188,1,28.2,1,0.5,6.64,0,1,39.84,2.5,0
1,01/01/2024 00:37,01/01/2024 00:41,2,0.8,1,N,237,263,1,6.5,3.5,0.5,2.85,0,1,14.35,2.5,0
1,01/01/2024 00:52,01/01/2024 00:56,1,1.2,1,N,43,236,1,7.9,3.5,0.5,1,0,1,13.9,2.5,0
2,01/01/2024 00:24,01/01/2024 00:43,1,3.88,1,N,234,146,1,21.2,1,0.5,6.55,0,1,32.75,2.5,0
2,01/01/2024 00:53,01/01/2024 00:56,1,0.39,1,N,161,229,1,5.1,1,0.5,1,0,1,11.1,2.5,0
2,01/01/2024 00:03,01/01/2024 00:27,1,2.96,1,N,68,143,1,23.3,1,0.5,7.08,0,1,35.38,2.5,0
2,01/01/2024 00:30,01/01/2024 00:43,1,1.68,1,N,142,141,1,13.5,1,0.5,2,0,1,20.5,2.5,0
2,01/01/2024 00:49,01/01/2024 00:59,1,2.45,1,N,262,74,1,13.5,1,0.5,2.78,0,1,21.28,2.5,0
2,01/01/2024 00:43,01/01/2024 01:07,1,3.84,1,N,68,140,1,24,1,0.5,5.8,0,1,34.8,2.5,0
1,01/01/2024 00:41,01/01/2024 00:51,2,1,1,N,229,137,1,8.6,3.5,0.5,2,0,1,15.6,2.5,0
1,01/01/2024 00:43,01/01/2024 01:14,1,1.5,1,N,161,107,1,25.4,3.5,0.5,6.05,0,1,36.45,2.5,0
1,01/01/2024 00:24,01/01/2024 00:32,1,0.9,1,N,43,262,1,7.2,3.5,0.5,2.45,0,1,14.65,2.5,0
1,01/01/2024 00:33,01/01/2024 00:42,1,3.3,1,N,262,224,1,14.9,3.5,0.5,4,0,1,23.9,2.5,0
1,01/01/2024 00:45,01/01/2024 01:06,1,2.5,1,N,107,246,2,17,3.5,0.5,0,0,1,22,2.5,0
2,01/01/2024 00:39,01/01/2024 00:52,1,1.3,1,N,158,79,1,12.8,1,0.5,2,0,1,19.8,2.5,0
2,01/01/2024 00:55,01/01/2024 01:13,1,2.27,1,N,79,229,1,18.4,1,0.5,4.68,0,1,28.08,2.5,0
2,01/01/2024 00:50,01/01/2024 01:25,1,4.41,1,N,239,249,1,31.7,1,0.5,7.34,0,1,44.04,2.5,0
1,01/01/2024 00:21,01/01/2024 00:39,2,4.1,1,N,263,116,2,21.2,3.5,0.5,0,0,1,26.2,2.5,0
1,01/01/2024 00:15,01/01/2024 00:26,2,0,1,N,79,264,1,10.7,3.5,0.5,3.1,0,1,18.8,2.5,0
1,01/01/2024 00:39,01/01/2024 01:04,1,0,1,N,161,264,1,19.8,3.5,0.5,2,0,1,26.8,2.5,0
1,01/01/2024 00:43,01/01/2024 00:56,1,1.6,1,N,161,263,1,13.5,3.5,0.5,2,0,1,20.5,2.5,0
1,01/01/2024 00:08,01/01/2024 00:15,1,1,1,N,148,107,1,7.9,3.5,0.5,3.85,0,1,16.75,2.5,0
1,01/01/2024 00:33,01/01/2024 00:38,3,0.6,1,N,148,114,1,6.5,3.5,0.5,3.4,0,1,14.9,2.5,0
1,01/01/2024 00:41,01/01/2024 00:45,3,0.8,1,N,114,234,2,6.5,3.5,0.5,0,0,1,11.5,2.5,0
1,01/01/2024 00:58,01/01/2024 01:06,2,1.4,1,N,114,186,1,9.3,3.5,0.5,3.55,0,1,17.85,2.5,0
2,01/01/2024 00:55,01/01/2024 01:21,1,18.42,1,N,132,213,2,68.1,1,0.5,0,6.94,1,79.29,0,1.75
1,01/01/2024 00:10,01/01/2024 00:26,1,2.8,1,N,246,79,2,17,3.5,0.5,0,0,1,22,2.5,0
1,01/01/2024 00:34,01/01/2024 00:36,1,0.4,1,N,79,4,2,4.4,3.5,0.5,0,0,1,9.4,2.5,0
1,01/01/2024 00:38,01/01/2024 00:53,1,3.2,1,N,79,87,2,19.1,3.5,0.5,0,0,1,24.1,2.5,0
1,01/01/2024 00:05,01/01/2024 00:40,2,5,1,N,148,142,1,33.8,3.5,0.5,9.7,0,1,48.5,2.5,0
1,01/01/2024 00:44,01/01/2024 00:47,2,0.7,1,N,142,239,1,5.8,3.5,0.5,2.16,0,1,12.96,2.5,0
1,01/01/2024 00:50,01/01/2024 00:59,2,1.5,1,N,239,236,1,10.7,3.5,0.5,3.14,0,1,18.84,2.5,0
1,01/01/2024 00:02,01/01/2024 00:32,2,5.8,1,N,249,24,1,31.7,3.5,0.5,7.35,0,1,44.05,2.5,0
2,01/01/2024 00:39,01/01/2024 00:47,1,2.01,1,N,162,263,1,11.4,1,0.5,3.28,0,1,19.68,2.5,0
2,01/01/2024 00:50,01/01/2024 01:03,1,5.53,1,N,263,244,1,24.7,1,0.5,3,0,1,30.2,0,0
1,01/01/2024 00:06,01/01/2024 00:19,1,2.6,1,N,163,262,1,14.2,3.5,0.5,4.8,0,1,24,2.5,0
1,01/01/2024 00:24,01/01/2024 00:38,1,1.7,1,N,263,163,1,13.5,3.5,0.5,3.7,0,1,22.2,2.5,0
1,01/01/2024 00:42,01/01/2024 01:07,1,1.4,1,N,161,164,2,17.7,3.5,0.5,0,0,1,22.7,2.5,0
2,01/01/2024 00:10,01/01/2024 00:22,1,1.92,1,N,263,236,1,13.5,1,0.5,3.7,0,1,22.2,2.5,0
2,01/01/2024 00:43,01/01/2024 00:54,1,1.31,1,N,43,162,2,12.1,1,0.5,0,0,1,17.1,2.5,0
1,01/01/2024 00:08,01/01/2024 00:21,1,2.3,1,N,236,41,1,14.2,3.5,0.5,3.8,0,1,23,2.5,0
1,01/01/2024 00:26,01/01/2024 00:26,1,2.3,1,N,42,42,1,3,1,0.5,10,0,1,15.5,0,0
1,01/01/2024 00:17,01/01/2024 00:31,1,2.1,1,N,234,229,2,14.2,3.5,0.5,0,0,1,19.2,2.5,0
1,01/01/2024 00:39,01/01/2024 01:13,1,2.9,1,N,229,249,1,28.2,3.5,0.5,6.6,0,1,39.8,2.5,0
2,01/01/2024 00:26,01/01/2024 01:10,1,10.1,1,N,114,41,1,49.9,1,0.5,10.98,0,1,65.88,2.5,0
2,01/01/2024 00:27,01/01/2024 00:47,3,1.46,1,N,142,48,2,17,1,0.5,0,0,1,22,2.5,0
2,01/01/2024 00:50,01/01/2024 01:25,1,4.08,1,N,48,87,2,31,1,0.5,0,0,1,36,2.5,0
2,01/01/2024 00:20,01/01/2024 00:26,1,1.26,1,N,142,237,1,8.6,1,0.5,2.72,0,1,16.32,2.5,0
2,01/01/2024 00:28,01/01/2024 00:39,1,1.78,1,N,163,233,1,12.1,1,0.5,3.42,0,1,20.52,2.5,0
2,01/01/2024 00:33,01/01/2024 00:59,2,20.59,2,N,132,141,1,70,0,0.5,20.67,6.94,1,103.36,2.5,1.75
2,01/01/2024 00:14,01/01/2024 00:28,2,2.45,1,N,170,148,1,14.9,1,0.5,3.98,0,1,23.88,2.5,0
2,01/01/2024 00:31,01/01/2024 00:47,2,2.56,1,N,148,256,1,17.7,1,0.5,4.54,0,1,27.24,2.5,0
2,01/01/2024 00:52,01/01/2024 00:58,1,1.52,1,N,256,232,2,7.9,1,0.5,0,0,1,12.9,2.5,0
2,01/01/2024 00:39,01/01/2024 00:59,1,2.25,1,N,107,141,2,19.1,1,0.5,0,0,1,24.1,2.5,0
1,01/01/2024 00:20,01/01/2024 00:47,2,5.4,1,N,234,151,1,28.9,3.5,0.5,10.15,0,1,44.05,2.5,0
2,01/01/2024 00:28,01/01/2024 00:39,1,1.58,1,N,164,113,1,11.4,1,0.5,3.28,0,1,19.68,2.5,0
2,01/01/2024 00:40,01/01/2024 00:50,2,2.23,1,N,113,13,1,12.8,1,0.5,0.89,0,1,18.69,2.5,0
1,01/01/2024 00:22,01/01/2024 01:06,1,3.5,1,N,186,239,1,36.6,3.5,0.5,8.3,0,1,49.9,2.5,0
2,01/01/2024 00:09,01/01/2024 00:21,1,5.86,1,N,209,233,1,24.7,1,0.5,5.94,0,1,35.64,2.5,0
2,01/01/2024 00:24,01/01/2024 00:49,2,3.96,1,N,162,143,1,24.7,1,0.5,5.94,0,1,35.64,2.5,0
2,01/01/2024 00:55,01/01/2024 01:11,2,2.16,1,N,50,68,1,17,1,0.5,4.4,0,1,26.4,2.5,0
2,01/01/2024 00:15,01/01/2024 00:27,2,3.05,1,N,170,236,2,14.9,1,0.5,0,0,1,19.9,2.5,0
1,01/01/2024 00:06,01/01/2024 00:31,1,5.9,1,N,239,231,1,29.6,3.5,0.5,5,0,1,39.6,2.5,0
1,01/01/2024 00:38,01/01/2024 01:39,1,6.9,1,N,231,24,1,54.1,3.5,0.5,8.87,0,1,67.97,2.5,0
1,01/01/2024 00:21,01/01/2024 00:26,1,1.3,1,N,236,238,1,8.6,3.5,0.5,2.72,0,1,16.32,2.5,0
1,01/01/2024 00:42,01/01/2024 01:02,1,6.1,1,N,236,79,1,28.9,3.5,0.5,3,0,1,36.9,2.5,0
2,01/01/2024 00:22,01/01/2024 00:41,1,8.21,1,N,138,80,1,33.8,6,0.5,10.32,0,1,53.37,0,1.75
2,01/01/2024 00:42,01/01/2024 01:08,1,10.51,1,N,234,57,1,44.3,1,0.5,0,6.94,1,56.24,2.5,0
2,01/01/2024 00:19,01/01/2024 00:24,2,1.09,1,N,237,263,1,7.9,1,0.5,3.87,0,1,16.77,2.5,0
2,01/01/2024 00:38,01/01/2024 00:50,2,1.72,1,N,236,229,1,13.5,1,0.5,2,0,1,20.5,2.5,0
2,01/01/2024 00:54,01/01/2024 01:00,2,0.94,1,N,229,237,1,7.9,1,0.5,0,0,1,12.9,2.5,0
1,01/01/2024 00:18,01/01/2024 00:52,1,0,99,N,222,147,1,52.5,0,0.5,0,6.94,1,60.94,0,0
2,01/01/2024 00:23,01/01/2024 00:45,3,5.94,1,N,234,75,2,28.2,1,0.5,0,0,1,33.2,2.5,0
2,01/01/2024 00:47,01/01/2024 01:02,1,6.37,1,N,75,78,2,26.8,1,0.5,0,0,1,29.3,0,0
2,01/01/2024 00:42,01/01/2024 01:03,2,3.24,1,N,161,238,1,21.2,1,0.5,2,0,1,28.2,2.5,0
1,01/01/2024 00:14,01/01/2024 00:31,1,3,1,N,43,41,1,17,3.5,0.5,20,0,1,42,2.5,0
2,31/12/2023 23:56,01/01/2024 00:12,2,2.38,1,N,236,142,1,15.6,1,0.5,1,0,1,21.6,2.5,0
2,01/01/2024 00:16,01/01/2024 00:32,1,2.67,1,N,142,263,1,16.3,1,0.5,4.26,0,1,25.56,2.5,0
2,01/01/2024 00:45,01/01/2024 01:24,2,3.59,1,N,141,246,1,31.7,1,0.5,3.33,0,1,40.03,2.5,0
1,01/01/2024 00:29,01/01/2024 01:10,2,5,1,N,90,238,1,40.1,3.5,0.5,9,0,1,54.1,2.5,0
1,01/01/2024 00:35,01/01/2024 00:47,4,1.8,1,N,114,87,1,12.8,3.5,0.5,1,0,1,18.8,2.5,0
1,01/01/2024 00:49,01/01/2024 00:58,0,2.9,1,N,87,79,1,14.9,3.5,0.5,5,0,1,24.9,2.5,0
2,01/01/2024 00:19,01/01/2024 00:25,2,1.58,1,N,238,166,1,8.6,1,0.5,2.72,0,1,16.32,2.5,0
2,01/01/2024 00:31,01/01/2024 00:46,2,2.93,1,N,151,262,1,17.7,1,0.5,5,0,1,27.7,2.5,0
2,01/01/2024 00:49,01/01/2024 00:57,1,1.76,1,N,262,237,1,10,1,0.5,3,0,1,18,2.5,0
2,01/01/2024 00:20,01/01/2024 00:37,3,2.45,1,N,246,79,1,17,1,0.5,0,0,1,22,2.5,0
2,01/01/2024 00:40,01/01/2024 00:45,2,1.16,1,N,79,107,1,7.2,1,0.5,3.66,0,1,15.86,2.5,0
2,01/01/2024 00:50,01/01/2024 00:54,3,0.54,1,N,164,107,1,5.8,1,0.5,1,0,1,11.8,2.5,0
2,01/01/2024 00:56,01/01/2024 00:59,3,0.69,1,N,107,233,1,5.1,1,0.5,2.02,0,1,12.12,2.5,0
1,01/01/2024 00:12,01/01/2024 00:17,2,0.9,1,N,236,238,1,7.2,3.5,0.5,2.4,0,1,14.6,2.5,0
1,01/01/2024 00:23,01/01/2024 00:30,1,1.1,1,N,238,263,1,9.3,3.5,0.5,5,0,1,19.3,2.5,0
1,01/01/2024 00:39,01/01/2024 00:45,1,1.1,1,N,236,237,1,8.6,3.5,0.5,2.45,0,1,16.05,2.5,0
1,01/01/2024 00:52,01/01/2024 00:56,2,0.7,1,N,141,262,1,6.5,3.5,0.5,1.72,0,1,13.22,2.5,0
1,01/01/2024 00:57,01/01/2024 01:01,2,1.1,1,N,262,236,1,7.9,3.5,0.5,2.55,0,1,15.45,2.5,0
2,01/01/2024 00:07,01/01/2024 00:35,3,9.91,1,N,132,35,2,42.9,1,0.5,0,0,1,47.15,0,1.75
2,01/01/2024 00:54,01/01/2024 01:13,2,3.93,1,N,79,262,1,21.2,1,0.5,5.24,0,1,31.44,2.5,0
2,01/01/2024 00:27,01/01/2024 00:30,3,0.56,1,N,237,229,1,5.1,1,0.5,2.02,0,1,12.12,2.5,0
2,01/01/2024 00:08,01/01/2024 00:32,2,6.29,1,N,43,223,1,29.6,1,0.5,5,0,1,39.6,2.5,0
2,01/01/2024 00:53,01/01/2024 01:23,3,11.82,1,N,138,188,1,50.6,6,0.5,8,0,1,67.85,0,1.75
1,01/01/2024 00:09,01/01/2024 00:22,2,1.9,1,N,113,170,1,14.2,3.5,0.5,3,0,1,22.2,2.5,0
1,01/01/2024 00:40,01/01/2024 00:58,1,1.6,1,N,234,211,1,16.3,3.5,0.5,4.25,0,1,25.55,2.5,0
1,01/01/2024 00:59,01/01/2024 01:05,1,1,1,N,211,158,1,7.2,3.5,0.5,3,0,1,15.2,2.5,0
2,01/01/2024 00:37,01/01/2024 00:48,1,1.34,1,N,107,161,1,12.1,1,0.5,3.42,0,1,20.52,2.5,0
2,01/01/2024 00:54,01/01/2024 01:00,1,1.18,1,N,161,237,1,8.6,1,0.5,2.72,0,1,16.32,2.5,0
2,01/01/2024 00:18,01/01/2024 00:22,1,0.55,1,N,237,141,1,5.8,1,0.5,2.16,0,1,12.96,2.5,0
2,01/01/2024 00:24,01/01/2024 00:36,1,2.03,1,N,141,239,1,13.5,1,0.5,2.78,0,1,21.28,2.5,0
2,01/01/2024 00:39,01/01/2024 01:16,1,10.95,1,N,238,182,2,49.9,1,0.5,0,0,1,54.9,2.5,0
2,01/01/2024 00:00,01/01/2024 00:06,1,1.06,1,N,164,161,1,7.9,1,0.5,2.58,0,1,15.48,2.5,0
2,01/01/2024 00:27,01/01/2024 00:44,1,2.6,1,N,249,233,1,17,1,0.5,4.4,0,1,26.4,2.5,0
2,01/01/2024 00:47,01/01/2024 00:52,1,0.9,1,N,233,141,2,7.2,1,0.5,0,0,1,12.2,2.5,0
2,01/01/2024 00:59,01/01/2024 01:12,1,1.22,1,N,237,143,1,12.8,1,0.5,3.56,0,1,21.36,2.5,0
2,01/01/2024 00:48,01/01/2024 01:27,3,16,1,N,132,165,1,66,1,0.5,9,0,1,79.25,0,1.75
2,01/01/2024 00:19,01/01/2024 00:52,1,4.6,1,N,239,164,1,30.3,1,0.5,5,0,1,40.3,2.5,0
2,01/01/2024 00:55,01/01/2024 01:07,1,1.3,1,N,90,246,1,11.4,1,0.5,1.64,0,1,18.04,2.5,0
2,01/01/2024 00:11,01/01/2024 00:21,1,2.78,1,N,166,236,1,14.9,1,0.5,3,0,1,22.9,2.5,0
2,01/01/2024 00:23,01/01/2024 00:29,1,1.62,1,N,236,151,1,9.3,1,0.5,2.5,0,1,16.8,2.5,0
2,01/01/2024 00:33,01/01/2024 00:48,2,2.79,1,N,239,162,1,17,1,0.5,4.4,0,1,26.4,2.5,0
2,01/01/2024 00:51,01/01/2024 01:15,2,6.47,1,N,162,69,2,30.3,1,0.5,0,0,1,35.3,2.5,0
1,01/01/2024 00:46,01/01/2024 01:01,2,1.4,1,N,249,144,1,14.2,3.5,0.5,7,0,1,26.2,2.5,0
2,01/01/2024 00:05,01/01/2024 00:13,1,1.44,1,N,90,79,1,10,1,0.5,3.75,0,1,18.75,2.5,0
2,01/01/2024 00:14,01/01/2024 00:19,1,0.69,1,N,224,4,2,6.5,1,0.5,0,0,1,11.5,2.5,0
2,01/01/2024 00:26,01/01/2024 00:45,1,4.69,1,N,79,141,1,24,1,0.5,5.8,0,1,34.8,2.5,0
2,01/01/2024 00:49,01/01/2024 01:20,1,3.15,1,N,141,50,1,26.8,1,0.5,5,0,1,36.8,2.5,0
2,01/01/2024 00:23,01/01/2024 00:38,2,3.05,1,N,263,151,1,17.7,1,0.5,4.54,0,1,27.24,2.5,0
2,01/01/2024 00:45,01/01/2024 00:47,2,0.5,1,N,151,24,2,5.1,1,0.5,0,0,1,7.6,0,0
2,01/01/2024 00:50,01/01/2024 01:06,1,7.59,1,N,151,119,1,30.3,1,0.5,6.56,0,1,39.36,0,0
2,01/01/2024 00:20,01/01/2024 00:30,2,1.34,1,N,234,233,1,11.4,1,0.5,4.1,0,1,20.5,2.5,0
2,01/01/2024 00:25,01/01/2024 01:18,1,10.21,1,N,246,128,1,61.1,1,0.5,13.22,0,1,79.32,2.5,0
1,01/01/2024 00:32,01/01/2024 00:52,4,3.2,1,N,144,255,1,20.5,3.5,0.5,2,0,1,27.5,2.5,0
1,01/01/2024 00:57,01/01/2024 01:15,2,3,1,N,256,17,1,18.4,1,0.5,5.2,0,1,26.1,0,0
1,01/01/2024 00:37,01/01/2024 00:56,1,3.6,1,N,249,65,2,21.9,3.5,0.5,0,0,1,26.9,2.5,0
1,01/01/2024 00:10,01/01/2024 00:22,2,2.3,1,N,148,233,1,14.2,3.5,0.5,1,0,1,20.2,2.5,0
1,01/01/2024 00:25,01/01/2024 00:27,1,0.7,1,N,229,141,1,5.1,3.5,0.5,2,0,1,12.1,2.5,0
1,01/01/2024 00:58,01/01/2024 01:21,1,3.3,1,N,164,142,1,21.9,3.5,0.5,4.03,0,1,30.93,2.5,0
2,01/01/2024 00:13,01/01/2024 00:18,1,0.94,1,N,238,166,1,7.2,1,0.5,2.44,0,1,14.64,2.5,0
2,01/01/2024 00:35,01/01/2024 00:48,2,3.55,1,N,162,75,1,17.7,1,0.5,0.02,0,1,22.72,2.5,0
2,01/01/2024 00:02,01/01/2024 00:10,1,0.72,1,N,249,249,1,7.9,1,0.5,2.58,0,1,15.48,2.5,0
2,01/01/2024 00:43,01/01/2024 01:33,1,3.16,1,N,113,50,1,40.1,1,0.5,2,0,1,47.1,2.5,0
2,01/01/2024 00:27,01/01/2024 00:35,1,1.47,1,N,142,140,1,10,1,0.5,0,0,1,15,2.5,0
1,01/01/2024 00:34,01/01/2024 01:01,2,3.4,1,N,163,158,2,25.4,3.5,0.5,0,0,1,30.4,2.5,0
2,01/01/2024 00:31,01/01/2024 01:02,2,4.39,1,N,142,113,1,28.9,1,0.5,6.78,0,1,40.68,2.5,0
1,01/01/2024 00:06,01/01/2024 00:17,1,0.5,1,N,246,246,1,10,3.5,0.5,4.5,0,1,19.5,2.5,0
1,01/01/2024 00:20,01/01/2024 00:25,1,0.6,1,N,246,246,1,6.5,3.5,0.5,10,0,1,21.5,2.5,0
1,01/01/2024 00:40,01/01/2024 00:48,1,0.9,1,N,68,114,1,8.6,3.5,0.5,2.7,0,1,16.3,2.5,0
1,01/01/2024 00:49,01/01/2024 01:33,1,3.6,1,N,114,50,1,33.8,3.5,0.5,9.7,0,1,48.5,2.5,0
1,01/01/2024 00:42,01/01/2024 01:12,0,16.6,2,N,132,233,1,70,4.25,0.5,16.53,6.94,1,99.22,2.5,1.75
2,01/01/2024 00:37,01/01/2024 00:48,3,1.45,1,N,107,68,2,11.4,1,0.5,0,0,1,16.4,2.5,0
2,01/01/2024 01:01,01/01/2024 01:25,2,1.3,1,N,68,48,1,19.8,1,0.5,2.5,0,1,27.3,2.5,0
1,01/01/2024 00:21,01/01/2024 00:31,1,0.1,1,N,163,161,1,9.3,3.5,0.5,3.6,0,1,17.9,2.5,0
1,01/01/2024 00:36,01/01/2024 00:51,1,2.2,1,N,161,262,1,14.2,3.5,0.5,3.84,0,1,23.04,2.5,0
