VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,Airport_fee
2,01/01/2024 00:09,01/01/2024 00:19,1,2.79,1,N,142,166,1,14.2,1,0.5,3.84,0,1,23.04,2.5,0
2,01/01/2024 00:23,01/01/2024 00:26,1,0.9,1,N,166,238,2,6.5,1,0.5,0,0,1,9,0,0
2,01/01/2024 00:29,01/01/2024 00:32,1,0.92,1,N,238,75,1,6.5,1,0.5,1.5,0,1,10.5,0,0
2,01/01/2024 00:34,01/01/2024 00:40,1,1.76,1,N,75,237,1,10,1,0.5,4.5,0,1,19.5,2.5,0
1,01/01/2024 00:47,01/01/2024 00:49,1,1.1,1,N,236,75,2,6.5,3.5,0.5,0,0,1,11.5,2.5,0
2,01/01/2024 00:51,01/01/2024 01:25,1,1.65,1,N,164,48,1,27.5,1,0.5,6.5,0,1,39,2.5,0
2,01/01/2024 00:55,01/01/2024 01:04,3,1.3,1,N,170,137,2,10,1,0.5,0,0,1,15,2.5,0
1,01/01/2024 00:13,01/01/2024 00:44,1,10.4,1,N,132,61,4,41.5,2.75,0.5,0,0,1,45.75,0,1.75
2,01/01/2024 00:29,01/01/2024 00:49,1,3.16,1,N,140,142,1,19.8,1,0.5,6.2,0,1,31,2.5,0
2,01/01/2024 00:04,01/01/2024 00:04,1,0.01,5,N,63,63,2,-31.5,0,0,0,0,-1,-34.25,0,-1.75
2,01/01/2024 00:04,01/01/2024 00:04,1,0.01,5,N,63,63,2,31.5,0,0,0,0,1,34.25,0,1.75
2,01/01/2024 00:39,01/01/2024 01:11,1,14.96,1,N,132,165,1,61.1,1,0.5,10,0,1,75.35,0,1.75
2,01/01/2024 00:06,01/01/2024 00:29,1,5.35,1,N,148,263,1,26.8,1,0.5,0,0,1,31.8,2.5,0
2,01/01/2024 00:34,01/01/2024 00:50,1,3.58,1,N,263,143,1,19.1,1,0.5,4.82,0,1,28.92,2.5,0
2,01/01/2024 00:53,01/01/2024 00:59,1,1.3,1,N,143,238,1,8.6,1,0.5,0,0,1,13.6,2.5,0
2,01/01/2024 00:19,01/01/2024 00:26,3,0.71,1,N,113,90,1,7.9,1,0.5,3.23,0,1,16.13,2.5,0
2,01/01/2024 00:31,01/01/2024 00:37,2,0.78,1,N,234,249,2,7.2,1,0.5,0,0,1,12.2,2.5,0
2,01/01/2024 00:42,01/01/2024 00:52,2,1.52,1,N,249,68,2,12.1,1,0.5,0,0,1,17.1,2.5,0
2,01/01/2024 00:53,01/01/2024 01:19,1,1.04,1,N,68,50,1,21.2,1,0.5,2,0,1,28.2,2.5,0
2,01/01/2024 00:32,01/01/2024 00:54,2,2.37,1,N,246,231,1,19.8,1,0.5,2,0,1,26.8,2.5,0
2,01/01/2024 00:13,01/01/2024 00:20,1,1.85,1,N,142,151,2,10.7,1,0.5,0,0,1,15.7,2.5,0
2,01/01/2024 00:25,01/01/2024 00:42,1,3.14,1,N,238,229,2,19.1,1,0.5,0,0,1,24.1,2.5,0
2,01/01/2024 00:43,01/01/2024 00:49,1,0.62,1,N,229,233,2,6.5,1,0.5,0,0,1,11.5,2.5,0
2,01/01/2024 00:19,01/01/2024 00:26,1,1.56,1,N,233,141,1,9.3,1,0.5,2.86,0,1,17.16,2.5,0
2,01/01/2024 00:28,01/01/2024 00:39,1,1.72,1,N,141,170,2,12.1,1,0.5,0,0,1,17.1,2.5,0
2,01/01/2024 00:11,01/01/2024 00:22,1,4.78,1,N,141,4,1,21.2,1,0.5,4.72,0,1,30.92,2.5,0
2,01/01/2024 00:24,01/01/2024 00:39,1,4.08,1,N,4,262,1,20.5,1,0.5,5.1,0,1,30.6,2.5,0
2,01/01/2024 00:46,01/01/2024 00:57,1,2.34,1,N,263,238,1,13.5,1,0.5,2,0,1,20.5,2.5,0
2,01/01/2024 00:28,01/01/2024 00:40,2,2.37,1,N,239,41,1,14.9,1,0.5,2.98,0,1,22.88,2.5,0
2,01/01/2024 00:04,01/01/2024 00:07,1,0.85,1,N,263,141,1,5.8,1,0.5,2.16,0,1,12.96,2.5,0
2,01/01/2024 00:21,01/01/2024 00:35,1,3.49,1,N,229,238,1,18.4,1,0.5,4.68,0,1,28.08,2.5,0
2,01/01/2024 00:36,01/01/2024 00:44,2,1.35,1,N,238,166,2,10,1,0.5,0,0,1,15,2.5,0
2,01/01/2024 00:21,01/01/2024 00:29,2,1.04,1,N,162,229,1,9.3,1,0.5,2.86,0,1,17.16,2.5,0
2,01/01/2024 00:33,01/01/2024 00:36,2,1.1,1,N,229,141,1,6.5,1,0.5,2.3,0,1,13.8,2.5,0
2,01/01/2024 00:38,01/01/2024 00:47,1,1.92,1,N,141,239,1,12.1,1,0.5,3.42,0,1,20.52,2.5,0
2,01/01/2024 00:50,01/01/2024 00:54,1,0.86,1,N,142,48,1,6.5,1,0.5,1,0,1,12.5,2.5,0
2,01/01/2024 00:58,01/01/2024 01:03,4,0.89,1,N,142,48,1,7.2,1,0.5,2.44,0,1,14.64,2.5,0
2,01/01/2024 00:09,01/01/2024 00:21,1,1.77,1,N,234,211,1,12.1,1,0.5,5,0,1,22.1,2.5,0
2,01/01/2024 00:30,01/01/2024 00:37,1,1.18,1,N,125,90,1,8.6,1,0.5,2.72,0,1,16.32,2.5,0
2,01/01/2024 00:41,01/01/2024 00:46,1,0.47,1,N,249,113,4,-5.8,-1,-0.5,0,0,-1,-10.8,-2.5,0
2,01/01/2024 00:41,01/01/2024 00:46,1,0.47,1,N,249,113,4,5.8,1,0.5,0,0,1,10.8,2.5,0
2,01/01/2024 00:51,01/01/2024 01:09,1,2.17,1,N,113,209,1,17,1,0.5,4.4,0,1,26.4,2.5,0
2,01/01/2024 00:12,01/01/2024 00:29,1,7.04,1,N,70,73,1,31,6,0.5,7.7,0,1,47.95,0,1.75
2,01/01/2024 00:14,01/01/2024 00:42,1,1.67,1,N,142,68,1,22.6,1,0.5,5.52,0,1,33.12,2.5,0
2,01/01/2024 00:47,01/01/2024 00:59,1,1.46,1,N,246,90,1,12.8,1,0.5,3.56,0,1,21.36,2.5,0
2,01/01/2024 00:13,01/01/2024 00:23,1,1.5,1,N,148,125,2,11.4,1,0.5,0,0,1,16.4,2.5,0
2,01/01/2024 00:25,01/01/2024 01:03,1,5.18,1,N,158,238,1,38.7,1,0.5,8.74,0,1,52.44,2.5,0
2,01/01/2024 00:15,01/01/2024 00:22,1,1.64,1,N,43,236,1,10,1,0.5,3,0,1,18,2.5,0
2,01/01/2024 00:31,01/01/2024 00:54,1,2.69,1,N,237,107,1,21.9,1,0.5,3.23,0,1,30.13,2.5,0
2,01/01/2024 00:15,01/01/2024 00:21,4,1.01,1,N,43,143,1,7.9,1,0.5,2.58,0,1,15.48,2.5,0
2,01/01/2024 00:27,01/01/2024 00:43,1,2.28,1,N,142,238,1,17,1,0.5,2,0,1,24,2.5,0
2,01/01/2024 00:45,01/01/2024 00:51,1,1.27,1,N,239,24,1,8.6,1,0.5,3.4,0,1,17,2.5,0
2,01/01/2024 00:54,01/01/2024 01:16,1,5.91,1,N,24,249,1,28.9,1,0.5,4,0,1,37.9,2.5,0
1,01/01/2024 00:15,01/01/2024 00:45,1,4.8,1,N,158,140,1,30.3,3.5,0.5,7.06,0,1,42.36,2.5,0
2,01/01/2024 00:21,01/01/2024 00:32,1,1.5,1,N,114,170,1,12.1,1,0.5,3.42,0,1,20.52,2.5,0
2,01/01/2024 00:42,01/01/2024 01:14,1,5.48,1,N,107,61,2,-33.1,-1,-0.5,0,0,-1,-38.1,-2.5,0
2,01/01/2024 00:42,01/01/2024 01:14,1,5.48,1,N,107,61,2,33.1,1,0.5,0,0,1,38.1,2.5,0
2,01/01/2024 00:10,01/01/2024 00:22,2,2.55,1,N,263,170,1,14.2,1,0.5,3.84,0,1,23.04,2.5,0
2,01/01/2024 00:28,01/01/2024 00:38,2,1.13,1,N,107,249,1,9.3,1,0.5,2.86,0,1,17.16,2.5,0
2,01/01/2024 00:40,01/01/2024 00:48,2,0.89,1,N,249,113,1,8.6,1,0.5,2.72,0,1,16.32,2.5,0
2,01/01/2024 00:49,01/01/2024 00:54,2,0.73,1,N,113,79,2,7.2,1,0.5,0,0,1,12.2,2.5,0
2,01/01/2024 00:59,01/01/2024 01:05,3,0.98,1,N,107,164,1,7.9,1,0.5,2.58,0,1,15.48,2.5,0
1,01/01/2024 00:34,01/01/2024 00:44,1,2,1,N,239,141,1,11.4,3.5,0.5,3.3,0,1,19.7,2.5,0
1,01/01/2024 00:57,01/01/2024 01:04,1,0.9,1,N,237,262,1,7.2,3.5,0.5,3.05,0,1,15.25,2.5,0
2,01/01/2024 00:12,01/01/2024 00:17,3,0.69,1,N,7,7,1,6.5,1,0.5,0,0,1,9,0,0
2,01/01/2024 00:44,01/01/2024 00:48,3,0.74,1,N,140,229,1,6.5,1,0.5,1,0,1,12.5,2.5,0
2,01/01/2024 00:57,01/01/2024 01:16,2,3.6,1,N,161,146,1,21.9,1,0.5,5.38,0,1,32.28,2.5,0
2,01/01/2024 00:14,01/01/2024 00:40,3,3.79,1,N,48,125,1,26.1,1,0.5,6.22,0,1,37.32,2.5,0
2,01/01/2024 00:40,01/01/2024 01:08,2,1.96,1,N,107,68,1,23.3,1,0.5,4.24,0,1,32.54,2.5,0
1,01/01/2024 00:12,01/01/2024 00:44,3,1.1,1,N,162,170,2,25.4,3.5,0.5,0,0,1,30.4,2.5,0
1,01/01/2024 00:56,01/01/2024 01:02,2,0.8,1,N,234,170,1,7.9,3.5,0.5,3.85,0,1,16.75,2.5,0
1,01/01/2024 00:29,01/01/2024 00:43,2,2.3,1,N,229,79,1,14.2,3.5,0.5,3.5,0,1,22.7,2.5,0
1,01/01/2024 00:45,01/01/2024 01:14,1,4.9,1,N,79,239,1,28.9,3.5,0.5,4,0,1,37.9,2.5,0
2,01/01/2024 00:35,01/01/2024 00:53,1,3.06,1,N,164,232,1,20.5,1,0.5,5.1,0,1,30.6,2.5,0
2,01/01/2024 00:58,01/01/2024 01:24,1,4.87,1,N,148,141,2,27.5,1,0.5,0,0,1,32.5,2.5,0
2,01/01/2024 00:21,01/01/2024 00:50,2,0.98,1,N,50,68,1,23.3,1,0.5,5.66,0,1,33.96,2.5,0
2,01/01/2024 00:57,01/01/2024 01:27,2,3.14,1,N,68,13,1,27.5,1,0.5,6.5,0,1,39,2.5,0
1,01/01/2024 00:12,01/01/2024 00:30,1,3.9,1,N,75,116,1,19.8,1,0.5,5.55,0,1,27.85,0,0
1,01/01/2024 00:08,01/01/2024 00:20,1,3.6,1,N,107,262,1,17,3.5,0.5,6.55,0,1,28.55,2.5,0
1,01/01/2024 00:36,01/01/2024 00:52,2,3.2,1,N,142,68,2,17,3.5,0.5,0,0,1,22,2.5,0
2,01/01/2024 00:17,01/01/2024 00:24,1,1.39,1,N,239,48,1,10,1,0.5,3,0,1,18,2.5,0
2,01/01/2024 00:27,01/01/2024 00:41,1,2.36,1,N,48,141,1,14.9,1,0.5,3.98,0,1,23.88,2.5,0
2,01/01/2024 00:43,01/01/2024 01:01,1,4.98,1,N,140,249,1,23.3,1,0.5,5.66,0,1,33.96,2.5,0
2,01/01/2024 00:04,01/01/2024 00:04,1,0,5,N,143,143,1,12.2,0,0,0,0,1,13.2,0,0
2,01/01/2024 00:42,01/01/2024 00:57,4,4.41,1,N,141,79,2,21.2,1,0.5,0,0,1,26.2,2.5,0
1,01/01/2024 00:06,01/01/2024 00:12,1,1.2,1,N,263,75,1,7.2,3.5,0.5,3.05,0,1,15.25,2.5,0
1,01/01/2024 00:15,01/01/2024 00:19,1,0.9,1,N,236,141,1,5.8,3.5,0.5,2.15,0,1,12.95,2.5,0
2,01/01/2024 00:02,01/01/2024 00:25,1,5.03,1,N,249,49,1,27.5,1,0.5,8.12,0,1,40.62,2.5,0
2,01/01/2024 00:51,01/01/2024 00:59,1,1.26,1,N,148,79,1,9.3,1,0.5,2.86,0,1,17.16,2.5,0
1,01/01/2024 00:19,01/01/2024 00:23,2,1.1,1,N,142,238,1,7.2,3.5,0.5,5,0,1,17.2,2.5,0
1,01/01/2024 00:32,01/01/2024 00:41,3,1,1,N,142,48,2,10,3.5,0.5,0,0,1,15,2.5,0
1,01/01/2024 00:44,01/01/2024 00:50,3,1.8,1,N,50,239,2,10,3.5,0.5,0,0,1,15,2.5,0
1,01/01/2024 00:52,01/01/2024 00:55,4,0.6,1,N,239,143,2,5.8,3.5,0.5,0,0,1,10.8,2.5,0
1,01/01/2024 00:57,01/01/2024 01:13,3,3,1,N,143,263,1,17.7,3.5,0.5,2.27,0,1,24.97,2.5,0
2,01/01/2024 00:50,01/01/2024 01:24,1,22.63,1,N,132,259,1,84.9,1,0.5,18.87,6.94,1,114.96,0,1.75
2,01/01/2024 00:57,01/01/2024 01:17,1,3.63,1,N,232,164,2,21.2,1,0.5,0,0,1,26.2,2.5,0
1,01/01/2024 00:25,01/01/2024 00:27,1,0,5,N,114,114,1,10,0,0,2.2,0,1,13.2,0,0
1,01/01/2024 00:32,01/01/2024 00:36,1,0.6,1,N,249,113,1,5.1,3.5,0.5,0,0,1,10.1,2.5,0
2,01/01/2024 00:07,01/01/2024 00:24,3,3.5,1,N,48,140,1,19.1,1,0.5,4.82,0,1,28.92,2.5,0
2,01/01/2024 00:21,01/01/2024 00:40,1,1.68,1,N,163,164,1,17.7,1,0.5,2.5,0,1,25.2,2.5,0
2,01/01/2024 00:50,01/01/2024 01:06,1,1.26,1,N,90,246,1,14.9,1,0.5,4.98,0,1,24.88,2.5,0
1,01/01/2024 00:56,01/01/2024 01:17,1,3.4,1,N,261,107,2,19.1,3.5,0.5,0,0,1,24.1,2.5,0
1,01/01/2024 00:05,01/01/2024 00:14,3,0.2,1,N,162,161,2,8.6,3.5,0.5,0,0,1,13.6,2.5,0
1,01/01/2024 00:31,01/01/2024 00:36,2,0,1,N,264,162,2,6.5,3.5,0.5,0,0,1,11.5,2.5,0
1,01/01/2024 00:51,01/01/2024 01:05,2,2.9,1,Y,264,264,1,16.3,3.5,0.5,4.25,0,1,25.55,2.5,0
2,01/01/2024 00:14,01/01/2024 00:17,1,0.64,1,N,249,125,1,5.8,1,0.5,2.7,0,1,13.5,2.5,0
2,01/01/2024 00:26,01/01/2024 00:30,1,0.81,1,N,211,158,1,6.5,1,0.5,2.3,0,1,13.8,2.5,0
2,01/01/2024 00:33,01/01/2024 00:38,1,0.58,1,N,158,158,1,5.8,1,0.5,2.16,0,1,12.96,2.5,0
2,01/01/2024 00:39,01/01/2024 01:22,1,4.45,1,N,158,239,1,40.1,1,0.5,9.02,0,1,54.12,2.5,0
2,01/01/2024 00:10,01/01/2024 00:37,1,12.29,1,N,229,26,2,49.2,1,0.5,0,0,1,54.2,2.5,0
1,01/01/2024 00:42,01/01/2024 00:59,1,1.5,1,N,166,152,1,16.3,1,0.5,0.94,0,1,19.74,0,0
2,01/01/2024 00:42,01/01/2024 01:01,4,3.93,1,N,50,236,2,21.2,1,0.5,0,0,1,26.2,2.5,0
2,01/01/2024 00:19,01/01/2024 00:28,1,1.49,1,N,114,90,1,10.7,1,0.5,1.57,0,1,17.27,2.5,0
2,01/01/2024 00:51,01/01/2024 01:30,1,3.99,1,N,113,140,1,33.1,1,0.5,5.72,0,1,43.82,2.5,0
1,01/01/2024 00:50,01/01/2024 01:06,2,1.9,1,N,249,170,2,13.5,3.5,0.5,0,0,1,18.5,2.5,0
2,01/01/2024 00:05,01/01/2024 00:19,2,3.83,1,N,88,79,1,19.1,1,0.5,5,0,1,29.1,2.5,0
2,01/01/2024 00:43,01/01/2024 01:05,1,2.82,1,N,233,144,1,20.5,1,0.5,5.1,0,1,30.6,2.5,0
2,01/01/2024 00:12,01/01/2024 00:26,2,1.26,1,N,142,162,1,13.5,1,0.5,0,0,1,18.5,2.5,0
2,01/01/2024 00:33,01/01/2024 00:45,1,2.7,1,N,161,238,1,14.9,1,0.5,3.98,0,1,23.88,2.5,0
2,01/01/2024 00:25,01/01/2024 00:33,1,2.67,1,N,237,74,1,12.8,1,0.5,3.56,0,1,21.36,2.5,0
2,01/01/2024 00:37,01/01/2024 01:03,1,4.02,1,N,41,233,1,25.4,1,0.5,6.08,0,1,36.48,2.5,0
2,01/01/2024 00:11,01/01/2024 00:20,5,1.63,1,N,246,246,1,11.4,1,0.5,4.92,0,1,21.32,2.5,0
1,01/01/2024 00:21,01/01/2024 00:41,3,1.7,1,N,43,170,2,17.7,3.5,0.5,0,0,1,22.7,2.5,0
2,01/01/2024 00:43,01/01/2024 01:18,2,6.1,1,N,90,40,1,36.6,1,0.5,12.13,6.94,1,60.67,2.5,0
2,01/01/2024 01:00,01/01/2024 01:08,4,1.43,1,N,143,238,2,10,1,0.5,0,0,1,15,2.5,0
2,01/01/2024 00:21,01/01/2024 00:27,2,1.95,1,N,79,170,1,10,1,0.5,3,0,1,18,2.5,0
2,01/01/2024 00:36,01/01/2024 00:43,2,1.61,1,N,79,170,2,10,1,0.5,0,0,1,15,2.5,0
2,01/01/2024 00:49,01/01/2024 00:56,2,1.3,1,N,79,144,1,9.3,1,0.5,1.43,0,1,15.73,2.5,0
2,01/01/2024 01:00,01/01/2024 01:26,2,5.22,1,N,79,239,1,27.5,1,0.5,6.5,0,1,39,2.5,0
2,01/01/2024 00:16,01/01/2024 00:25,1,1.39,1,N,107,148,1,9.3,1,0.5,2.86,0,1,17.16,2.5,0
2,01/01/2024 00:39,01/01/2024 00:44,1,0.77,1,N,79,234,1,7.2,1,0.5,1,0,1,13.2,2.5,0
1,01/01/2024 00:21,01/01/2024 00:33,3,1.5,1,N,114,137,1,12.1,3.5,0.5,3.4,0,1,20.5,2.5,0
1,01/01/2024 00:41,01/01/2024 00:51,1,1.1,1,N,107,90,1,10,3.5,0.5,3,0,1,18,2.5,0
1,01/01/2024 00:56,01/01/2024 01:33,4,8.6,1,N,90,228,1,43.6,3.5,0.5,11.1,6.94,1,66.64,2.5,0
2,01/01/2024 00:10,01/01/2024 00:23,2,2.11,1,N,231,79,1,14.2,1,0.5,4.8,0,1,24,2.5,0
2,01/01/2024 00:30,01/01/2024 00:39,1,1.54,1,N,114,234,1,10.7,1,0.5,3.14,0,1,18.84,2.5,0
2,01/01/2024 00:56,01/01/2024 01:23,2,5.48,1,N,107,239,1,28.9,1,0.5,6.78,0,1,40.68,2.5,0
2,01/01/2024 00:23,01/01/2024 00:33,1,1.63,1,N,113,125,1,10.7,1,0.5,3.14,0,1,18.84,2.5,0
2,01/01/2024 00:35,01/01/2024 01:28,1,5.71,1,N,158,141,1,46.4,1,0.5,5,0,1,56.4,2.5,0
2,01/01/2024 00:17,01/01/2024 00:23,5,1.31,1,N,229,140,2,7.9,1,0.5,0,0,1,12.9,2.5,0
2,01/01/2024 00:33,01/01/2024 00:49,1,11.29,1,N,132,138,1,42.2,6,0.5,7.72,0,1,59.17,0,1.75
2,01/01/2024 00:12,01/01/2024 00:23,3,1.69,1,N,43,151,1,12.8,1,0.5,5,0,1,22.8,2.5,0
2,01/01/2024 00:28,01/01/2024 00:35,2,1.25,1,N,238,142,1,9.3,1,0.5,2.86,0,1,17.16,2.5,0
2,01/01/2024 00:36,01/01/2024 00:41,2,1.17,1,N,142,238,1,7.9,1,0.5,2.58,0,1,15.48,2.5,0
2,01/01/2024 00:48,01/01/2024 01:03,2,3.92,1,N,48,75,1,19.1,1,0.5,4.82,0,1,28.92,2.5,0
2,01/01/2024 00:13,01/01/2024 00:14,1,0.43,1,N,141,141,1,4.4,1,0.5,2.82,0,1,12.22,2.5,0
2,01/01/2024 00:22,01/01/2024 00:43,1,2.73,1,N,237,238,2,19.8,1,0.5,0,0,1,24.8,2.5,0
2,01/01/2024 00:03,01/01/2024 00:08,1,0.82,1,N,164,90,2,6.5,1,0.5,0,0,1,11.5,2.5,0
2,01/01/2024 00:16,01/01/2024 00:53,1,2.64,1,N,68,229,1,30.3,1,0.5,10.59,0,1,45.89,2.5,0
2,01/01/2024 00:59,01/01/2024 01:41,2,9.45,1,N,233,188,1,47.8,1,0.5,10.56,0,1,63.36,2.5,0
1,01/01/2024 00:52,01/01/2024 01:49,1,6.3,1,N,249,166,1,49.2,3.5,0.5,10.85,0,1,65.05,2.5,0
1,01/01/2024 00:40,01/01/2024 00:57,1,1.9,1,N,161,141,2,16.3,3.5,0.5,0,0,1,21.3,2.5,0
2,01/01/2024 00:18,01/01/2024 00:39,1,2.17,1,N,161,79,1,19.1,1,0.5,4.82,0,1,28.92,2.5,0
2,01/01/2024 00:40,01/01/2024 00:49,1,1.2,1,N,79,148,1,10,1,0.5,3,0,1,18,2.5,0
2,01/01/2024 00:54,01/01/2024 01:15,1,3.22,1,N,148,229,1,20.5,1,0.5,5.1,0,1,30.6,2.5,0
1,01/01/2024 00:18,01/01/2024 00:26,2,1.4,1,N,239,236,1,9.3,3.5,0.5,4.25,0,1,18.55,2.5,0
1,01/01/2024 00:29,01/01/2024 00:32,2,1.4,1,N,263,229,1,7.9,3.5,0.5,1,0,1,13.9,2.5,0
1,01/01/2024 00:41,01/01/2024 00:44,1,0.9,1,N,263,75,1,5.8,3.5,0.5,1,0,1,11.8,2.5,0
1,01/01/2024 00:52,01/01/2024 00:58,2,0.9,1,N,75,263,1,7.2,3.5,0.5,3,0,1,15.2,2.5,0
2,01/01/2024 00:24,01/01/2024 00:37,1,1.04,1,N,229,164,1,12.1,1,0.5,3.42,0,1,20.52,2.5,0
2,01/01/2024 00:50,01/01/2024 00:57,1,0.78,1,N,170,137,1,7.9,1,0.5,2.58,0,1,15.48,2.5,0
1,01/01/2024 00:19,01/01/2024 00:38,0,2.6,1,N,79,170,1,17.7,3.5,0.5,4.5,0,1,27.2,2.5,0
2,01/01/2024 00:07,01/01/2024 00:16,4,1.56,1,N,234,170,1,10.7,1,0.5,3.14,0,1,18.84,2.5,0
2,01/01/2024 00:12,01/01/2024 00:17,3,1.45,1,N,141,75,1,8.6,1,0.5,4.08,0,1,17.68,2.5,0
2,01/01/2024 00:20,01/01/2024 00:25,2,1.14,1,N,75,75,2,7.9,1,0.5,0,0,1,10.4,0,0
2,01/01/2024 00:30,01/01/2024 00:37,2,1.48,1,N,43,237,1,9.3,1,0.5,2.86,0,1,17.16,2.5,0
2,01/01/2024 00:43,01/01/2024 00:56,4,2.5,1,N,237,238,2,14.9,1,0.5,0,0,1,19.9,2.5,0
1,01/01/2024 00:52,01/01/2024 01:10,4,2.2,1,N,79,233,1,17,3.5,0.5,2,0,1,24,2.5,0
